Recombinant Node ID	Breakpoint Interval 1	Breakpoint Interval 2	Recombinant Ranking	Donor Node ID	Donor Clade	Donor Lineage	Acceptor Node ID	Acceptor Clade	Acceptor Lineage
node_2182103	(0,415)	(22020,23063)	3.8	node_2180291	20B	B.1.1	node_2393545	20I (Alpha,V1)	B.1.1.7
node_2183432	(0,7124)	(28282,28916)	3.16667	node_2183431	20I (Alpha,V1)	B.1.1.7	node_18707	20A	B.1
node_2183528	(0,2110)	(19390,23063)	1.9	node_2183526	20I (Alpha,V1)	B.1.1.7	node_2183498	20I (Alpha,V1)	B.1.1.7
node_2183717	(16176,22812)	(24914,27972)	3.8	node_1259092	20B	B.1.1	node_2183701	20I (Alpha,V1)	B.1.1.7
node_2183741	(17236,19220)	(24208,26767)	3.8	node_284534	21J (Delta)	AY.103	node_2183740	20I (Alpha,V1)	B.1.1.7
node_2193570	(26589,27610)	(28878,29903)	2.375	node_2249415	20I (Alpha,V1)	B.1.1.7	node_2193569	20I (Alpha,V1)	B.1.1.7
node_2196636	(3177,5986)	(15279,17004)	0.703704	node_1005820	21A (Delta)	B.1.617.2	node_2196635	20I (Alpha,V1)	B.1.1.7
node_2198125	(913,5388)	(23709,24506)	1.26667	node_2198162	20I (Alpha,V1)	B.1.1.7	node_1006730	20A	B.1
node_2198181	(1059,3037)	(28048,28977)	1.72727	node_2198180	20I (Alpha,V1)	B.1.1.7	node_1166612	20H (Beta,V2)	B.1.351
node_2198395	(8053,27575)	(28977,29281)	2.71429	node_2198394	20I (Alpha,V1)	B.1.1.7	node_2229834	20I (Alpha,V1)	B.1.1.7
node_2198860	(0,23271)	(28111,28280)	2.71429	node_2325784	20I (Alpha,V1)	B.1.1.7	node_2198859	20I (Alpha,V1)	B.1.1.7
node_2199480	(5388,6954)	(24914,28280)	0.256757	node_2181627	20B	B.1.1	node_2197369	20I (Alpha,V1)	B.1.1.7
node_2199668	(8603,14676)	(24506,24914)	2.71429	node_2277005	20I (Alpha,V1)	B.1.1.7	node_2182190	20B	B.1.1
node_2204773	(1059,3267)	(28111,28881)	0.223529	node_2204715	20I (Alpha,V1)	B.1.1.7	node_2182738	20I (Alpha,V1)	B.1.1.7
node_2209480	(17883,18788)	(21305,21604)	3.16667	node_2471906	20J (Gamma,V3)	P.1	node_2261541	20I (Alpha,V1)	B.1.1.7
node_2251369	(0,3871)	(20233,26058)	3.8	node_2251368	20I (Alpha,V1)	B.1.1.7	node_2235730	20I (Alpha,V1)	B.1.1.7
node_2251561	(21614,21621)	(22812,23709)	2.71429	node_2197620	20I (Alpha,V1)	B.1.1.7	node_2251558	20I (Alpha,V1)	B.1.1.7
node_2259091	(6033,6652)	(28690,29903)	3.16667	node_2259077	20I (Alpha,V1)	B.1.1.7	node_2183665	20I (Alpha,V1)	B.1.1.7
node_2275954	(241,4009)	(28697,28877)	2.11111	node_2275944	20I (Alpha,V1)	B.1.1.7	node_2250389	20I (Alpha,V1)	B.1.1.7
node_2300875	(0,21530)	(21770,28280)	3.16667	node_2300840	20I (Alpha,V1)	Q.3	node_2301240	20I (Alpha,V1)	Q.3
node_2320328	(10741,12970)	(15483,21294)	3.16667	node_2320318	20I (Alpha,V1)	B.1.1.7	node_2193621	20I (Alpha,V1)	B.1.1.7
node_2325604	(241,1601)	(12406,14120)	2.71429	node_2179983	20B	L.3	node_2325603	20I (Alpha,V1)	B.1.1.7
node_2334584	(0,3817)	(28111,28877)	3.16667	node_2334582	20I (Alpha,V1)	B.1.1.7	node_2249598	20I (Alpha,V1)	B.1.1.7
node_2341797	(0,3546)	(27384,28095)	2.375	node_2341774	20I (Alpha,V1)	B.1.1.7	node_2199082	20I (Alpha,V1)	B.1.1.7
node_2347001	(22541,23271)	(28882,29903)	2.71429	node_2182053	20B	B.1.1	node_2346724	20I (Alpha,V1)	B.1.1.7
node_2350707	(2172,2388)	(19390,22225)	3.8	node_2353019	20I (Alpha,V1)	B.1.1.7	node_2348816	20I (Alpha,V1)	B.1.1.7
node_2350930	(2695,4092)	(19390,27745)	2.71429	node_2350903	20I (Alpha,V1)	B.1.1.7	node_2438754	20I (Alpha,V1)	B.1.1.7
node_2353712	(12226,19390)	(28881,28980)	0.365385	node_2346267	20I (Alpha,V1)	B.1.1.7	node_2356564	20I (Alpha,V1)	B.1.1.7
node_2374147	(823,2110)	(28095,28280)	0.102703	node_2198248	20I (Alpha,V1)	B.1.1.7	node_2298535	20I (Alpha,V1)	B.1.1.7
node_2376232	(7042,24865)	(25437,28280)	3.16667	node_2376251	20I (Alpha,V1)	B.1.1.7	node_2376230	20I (Alpha,V1)	B.1.1.7
node_2376382	(25731,27972)	(28977,29734)	0.59375	node_1087125	20A	B.1	node_2376381	20I (Alpha,V1)	B.1.1.7
node_238327	(6040,6638)	(29700,29903)	0.826087	node_238326	21J (Delta)	AY.44	node_300094	21J (Delta)	AY.103
node_2396668	(28252,28282)	(29793,29799)	0.0146266	node_2399839	20I (Alpha,V1)	B.1.1.7	node_2396657	20I (Alpha,V1)	B.1.1.7
node_2401318	(5944,8878)	(21797,28095)	2.375	node_2235935	20I (Alpha,V1)	B.1.1.7	node_2387769	20I (Alpha,V1)	B.1.1.7
node_2404140	(21751,24914)	(28881,28884)	1.58333	node_2198907	20I (Alpha,V1)	B.1.1.7	node_2404134	20I (Alpha,V1)	B.1.1.7
node_2409179	(6606,15096)	(28884,29903)	3.8	node_2398194	20I (Alpha,V1)	B.1.1.7	node_2218789	20I (Alpha,V1)	B.1.1.7
node_2419241	(20469,23709)	(28240,29903)	0.358491	node_2416897	20I (Alpha,V1)	B.1.1.7	node_2419100	20I (Alpha,V1)	B.1.1.7
node_2426931	(15030,15096)	(28095,28884)	3.16667	node_2380005	20I (Alpha,V1)	B.1.1.7	node_2262205	20I (Alpha,V1)	B.1.1.7
node_242884	(16726,19220)	(27874,29402)	3.8	node_242970	21J (Delta)	AY.44	node_239120	21J (Delta)	AY.44
node_2430119	(24506,27972)	(28977,29585)	3.16667	node_1323650	20B	B.1.1	node_2430105	20I (Alpha,V1)	B.1.1.7
node_2433199	(15096,21768)	(21993,23635)	3.8	node_2183285	20I (Alpha,V1)	B.1.1.7	node_2433198	20I (Alpha,V1)	B.1.1.7
node_2449479	(15096,16176)	(21998,28095)	0.0745098	node_2253307	20I (Alpha,V1)	B.1.1.7	node_2236654	20I (Alpha,V1)	B.1.1.7
node_2449930	(3267,3994)	(24914,28977)	3.8	node_2449929	20I (Alpha,V1)	B.1.1.7	node_1309981	20B	B.1.1
node_2450062	(0,6954)	(12988,15279)	1.46154	node_1017893	20A	B.1.258.17	node_2450061	20B	B.1.1
node_2450219	(2458,5629)	(27206,27643)	1.11765	node_2450205	20B	B.1.1	node_2450186	20B	B.1.1
node_2463723	(10507,26171)	(27463,28727)	3.8	node_2463722	20J (Gamma,V3)	P.1	node_2475344	20J (Gamma,V3)	P.1
node_246577	(0,6040)	(15181,18501)	0.256757	node_199119	21J (Delta)	AY.44	node_1002063	21J (Delta)	AY.120.1
node_246917	(0,1288)	(4504,8991)	3.8	node_213756	21J (Delta)	AY.44	node_246916	21J (Delta)	AY.44
node_247071	(9053,12080)	(15579,19524)	3.8	node_203797	21J (Delta)	AY.44	node_247023	21J (Delta)	AY.44
node_2480787	(0,241)	(16293,23604)	3.8	node_2480737	20J (Gamma,V3)	P.1.7	node_2464132	20J (Gamma,V3)	P.1
node_2486431	(13329,17259)	(23063,25088)	3.16667	node_2462760	20B	B.1.1	node_2486430	20J (Gamma,V3)	P.1.10
node_2499403	(241,6613)	(26149,28167)	0.76	node_2462650	20B	B.1.1	node_9935	20A	B.1
node_2500181	(241,733)	(24919,28881)	3.16667	node_2500180	20J (Gamma,V3)	P.1	node_2462806	20J (Gamma,V3)	P.1
node_2500281	(13860,13860)	(23063,23271)	1.9	node_2500120	20J (Gamma,V3)	P.1	node_2467745	20J (Gamma,V3)	P.1
node_253157	(17642,20131)	(29554,29903)	1.72727	node_252603	21J (Delta)	AY.44	node_246559	21J (Delta)	AY.44
node_253732	(7926,19220)	(27384,29554)	2.71429	node_245251	21J (Delta)	AY.44	node_253668	21J (Delta)	AY.44
node_254341	(20251,23551)	(29700,29903)	0.306452	node_221259	21J (Delta)	AY.44	node_341016	21J (Delta)	AY.103
node_263830	(8964,8986)	(25469,27345)	3.8	node_1003540	21J (Delta)	B.1.617.2	node_64238	21I (Delta)	AY.26
node_271447	(241,412)	(25513,29742)	1.72727	node_271391	21J (Delta)	AY.98.1	node_274640	21J (Delta)	AY.98.1
node_274942	(7768,14030)	(22792,28086)	3.8	node_119786	21A (Delta)	B.1.617.2	node_274941	21J (Delta)	AY.98.1
node_300744	(6310,11335)	(28881,28895)	2.71429	node_300743	21J (Delta)	AY.103	node_305119	21J (Delta)	AY.103
node_301340	(18486,19645)	(22323,26756)	3.8	node_285358	21J (Delta)	AY.103	node_301332	21J (Delta)	AY.103
node_310162	(0,934)	(16308,21618)	3.8	node_306063	21J (Delta)	AY.103	node_310135	21J (Delta)	AY.103
node_31925	(0,203)	(7124,8986)	1.9	node_262871	21J (Delta)	B.1.617.2	node_29380	21I (Delta)	AY.47
node_33668	(3294,3880)	(28461,29742)	2.375	node_33942	21I (Delta)	AY.68	node_33664	21I (Delta)	AY.68
node_358633	(10712,19050)	(29422,29903)	3.8	node_358618	21J (Delta)	AY.20	node_415341	21J (Delta)	AY.25
node_361346	(174,1106)	(26767,27638)	2.11111	node_361345	21J (Delta)	AY.20	node_361124	21J (Delta)	AY.20
node_363446	(0,2061)	(24872,25132)	0.678571	node_363424	21J (Delta)	AY.20	node_629412	21J (Delta)	AY.112
node_381980	(9220,13712)	(22346,29903)	3.16667	node_381460	21J (Delta)	AY.41	node_384580	21J (Delta)	B.1.617.2
node_383322	(9220,9627)	(13437,13530)	1	node_135571	21J (Delta)	AY.122	node_383321	21J (Delta)	B.1.617.2
node_383325	(13548,13712)	(18395,18423)	2.11111	node_381439	21J (Delta)	B.1.617.2	node_383324	21J (Delta)	B.1.617.2
node_38587	(241,1820)	(25702,27874)	0.404255	node_38584	21I (Delta)	AY.24	node_190120	21J (Delta)	B.1.617.2
node_425723	(5622,8752)	(27507,29050)	3.16667	node_425722	21J (Delta)	AY.25	node_718471	21J (Delta)	AY.3
node_433497	(21897,23604)	(29545,29903)	0.678571	node_674775	21J (Delta)	AY.119	node_433495	21J (Delta)	AY.25
node_448424	(0,1411)	(21618,21897)	0.791667	node_448419	21J (Delta)	AY.25	node_448963	21J (Delta)	AY.25
node_452938	(16289,17058)	(29402,29903)	3.8	node_508212	21J (Delta)	AY.43	node_452902	21J (Delta)	B.1.617.2
node_456195	(20844,23887)	(28461,29903)	1.72727	node_158261	21J (Delta)	AY.122	node_456043	21J (Delta)	AY.43
node_459617	(0,204)	(3602,5388)	1.11765	node_2200790	20I (Alpha,V1)	B.1.1.7	node_459585	21J (Delta)	AY.43
node_459670	(25469,25469)	(27360,27752)	0.542857	node_2183795	20I (Alpha,V1)	B.1.1.7	node_459594	21J (Delta)	AY.43
node_470300	(25812,26184)	(27638,27945)	1.46154	node_945445	21J (Delta)	AY.4	node_470289	21J (Delta)	AY.43
node_477937	(4201,7585)	(24775,29742)	3.16667	node_477936	21J (Delta)	AY.43	node_459549	21J (Delta)	AY.43
node_497320	(9195,18585)	(18744,25563)	3.16667	node_883554	21J (Delta)	AY.4	node_497316	21J (Delta)	AY.43
node_506948	(15952,16466)	(25469,28299)	0.95	node_610062	21J (Delta)	AY.113	node_484618	21J (Delta)	AY.43
node_520304	(6990,7945)	(11152,12651)	3.16667	node_281267	21J (Delta)	AY.103	node_520300	21J (Delta)	AY.43
node_528765	(241,925)	(25460,25792)	2.11111	node_528763	21J (Delta)	AY.101	node_995216	21J (Delta)	B.1.617.2
node_533810	(16091,17122)	(27874,28432)	3.8	node_541767	21J (Delta)	AY.100	node_533794	21J (Delta)	AY.100
node_543693	(0,3923)	(7926,9559)	1.72727	node_201154	21J (Delta)	AY.44	node_543681	21J (Delta)	AY.100
node_544769	(13923,17122)	(27874,27900)	0.76	node_541767	21J (Delta)	AY.100	node_552967	21J (Delta)	AY.100
node_56028	(2773,4321)	(11332,11434)	3.16667	node_49737	21I (Delta)	AY.9.2	node_56027	21I (Delta)	AY.9.2
node_566808	(0,3536)	(5638,10348)	3.8	node_554939	21J (Delta)	AY.99.2	node_566807	21J (Delta)	AY.116
node_568222	(0,1191)	(3784,5184)	1.35714	node_110110	21I (Delta)	B.1.617.2	node_568221	21J (Delta)	AY.126
node_580134	(3037,5731)	(9652,10029)	3.16667	node_569433	21J (Delta)	AY.126	node_580133	21J (Delta)	AY.126
node_595236	(11418,12946)	(20262,29903)	0.558824	node_106190	21I (Delta)	B.1.617.2	node_779076	21J (Delta)	B.1.617.2
node_595237	(0,241)	(12778,12946)	0.575758	node_784115	21J (Delta)	AY.46	node_96218	21I (Delta)	AY.16
node_596023	(0,884)	(11201,11332)	2.71429	node_1005707	21A (Delta)	B.1.617.2	node_526049	21J (Delta)	B.1.617.2
node_596085	(1059,1666)	(26936,27527)	1.9	node_596071	21J (Delta)	B.1.617.2	node_126868	21J (Delta)	AY.122
node_607610	(8322,9077)	(29737,29903)	3.8	node_607519	21J (Delta)	AY.113	node_833419	21J (Delta)	AY.4.5
node_612887	(2258,13975)	(21205,21618)	1.58333	node_612472	21J (Delta)	AY.42	node_612883	21J (Delta)	AY.42
node_61415	(3037,3590)	(28869,29742)	0.791667	node_61408	21I (Delta)	B.1.617.2	node_22514	21A (Delta)	B.1.617.2
node_615990	(12073,15186)	(28294,29742)	1.05556	node_615989	21J (Delta)	AY.42	node_611639	21J (Delta)	AY.42
node_621039	(2675,6402)	(14313,15026)	3.16667	node_279282	21J (Delta)	AY.98	node_621038	21J (Delta)	AY.33.2
node_627818	(15391,17304)	(25163,28054)	3.8	node_836225	21J (Delta)	AY.4	node_627809	21J (Delta)	B.1.617.2
node_631127	(15960,19220)	(29614,29903)	3.16667	node_432788	21J (Delta)	AY.25	node_432758	21J (Delta)	AY.25
node_631905	(210,241)	(23604,25469)	3.8	node_631901	21J (Delta)	B.1.617.2	node_411322	21J (Delta)	AY.25.1
node_632826	(210,241)	(16466,21618)	3.16667	node_1004053	21J (Delta)	B.1.617.2	node_19036	20A	B.1
node_635274	(10977,11332)	(19301,19983)	0.95	node_793957	21J (Delta)	AY.46.6	node_1004162	21A (Delta)	B.1.617.2
node_646825	(6730,8322)	(13437,13944)	1.46154	node_135571	21J (Delta)	AY.122	node_646824	21J (Delta)	AY.125
node_672920	(1913,2061)	(8752,16173)	3.8	node_425549	21J (Delta)	AY.25	node_672918	21J (Delta)	AY.119
node_687168	(24110,25439)	(27638,28396)	3.16667	node_571366	21J (Delta)	AY.126	node_687167	21J (Delta)	AY.121
node_701366	(241,3037)	(28001,29742)	3.16667	node_699520	21J (Delta)	AY.129	node_699906	21J (Delta)	AY.129
node_705677	(19220,21618)	(28280,28882)	3.16667	node_118899	21A (Delta)	B.1.617.2	node_705701	21J (Delta)	B.1.617.2
node_707015	(0,241)	(16726,20436)	2.71429	node_227435	21J (Delta)	AY.44	node_707002	21J (Delta)	B.1.617.2
node_707469	(2086,3259)	(8986,19170)	3.16667	node_120696	21J (Delta)	AY.122	node_822760	21J (Delta)	AY.4
node_712440	(0,5539)	(19746,28826)	1.1875	node_712435	21J (Delta)	AY.3	node_713073	21J (Delta)	AY.3
node_715326	(26021,26681)	(29688,29903)	2.375	node_90500	21I (Delta)	AY.64	node_715305	21J (Delta)	AY.3
node_734744	(25452,26767)	(28461,29050)	3.8	node_1002037	21J (Delta)	AY.120.1	node_734594	21J (Delta)	AY.3
node_735541	(2470,13620)	(27874,28789)	1.46154	node_735756	21J (Delta)	AY.3	node_735540	21J (Delta)	AY.3
node_752619	(23345,25693)	(29708,29903)	2.71429	node_389135	21J (Delta)	AY.25	node_752557	21J (Delta)	AY.3
node_77875	(22227,24110)	(28916,29903)	1.26667	node_156987	21J (Delta)	AY.122	node_77872	21I (Delta)	AY.38
node_779077	(16049,16466)	(29402,29903)	3.16667	node_1005382	21A (Delta)	B.1.617.2	node_980615	21J (Delta)	AY.5
node_781503	(0,241)	(14408,19220)	1.9	node_749333	21J (Delta)	AY.3	node_66271	21I (Delta)	AY.26
node_781644	(20006,20006)	(29742,29750)	0.487179	node_90139	21I (Delta)	AY.65	node_698845	21J (Delta)	B.1.617.2
node_781649	(25916,27657)	(28893,29031)	2.375	node_77147	21I (Delta)	AY.73	node_781639	21J (Delta)	B.1.617.2
node_785378	(4678,21520)	(27752,27919)	1.46154	node_785377	21J (Delta)	AY.46.4	node_785388	21J (Delta)	AY.46.4
node_805509	(17391,19220)	(26527,27741)	2.11111	node_944695	21J (Delta)	AY.4	node_805508	21J (Delta)	AY.4
node_809634	(26416,27874)	(29711,29903)	0.76	node_991415	21J (Delta)	AY.5	node_809630	21J (Delta)	AY.4.7
node_828216	(8299,11332)	(26767,29903)	1.35714	node_827868	21J (Delta)	AY.4	node_959307	21J (Delta)	AY.4
node_830271	(13270,13434)	(18423,19648)	3.16667	node_833134	21J (Delta)	AY.4.5	node_830267	21J (Delta)	AY.4.5
node_871857	(8809,21618)	(29580,29903)	1.9	node_871048	21J (Delta)	AY.4	node_1003050	21J (Delta)	AY.120
node_875519	(1741,7252)	(13437,14882)	3.16667	node_833148	21J (Delta)	AY.4.5	node_875468	21J (Delta)	AY.4
node_883539	(18585,18589)	(28461,29903)	0.351852	node_788464	21J (Delta)	AY.46.6	node_517615	21J (Delta)	AY.43
node_883905	(6402,7851)	(21372,25797)	3.16667	node_883880	21J (Delta)	AY.4	node_509114	21J (Delta)	AY.43
node_89129	(7393,9891)	(27638,27874)	0.046798	node_89127	21I (Delta)	AY.75	node_93266	21I (Delta)	B.1.617.2
node_895596	(241,1691)	(28245,29742)	3.16667	node_895588	21J (Delta)	AY.4.2.3	node_1002864	21J (Delta)	AY.120
node_909806	(5184,6402)	(19220,21995)	0.542857	node_1003525	21J (Delta)	B.1.617.2	node_909805	21J (Delta)	AY.4.2
node_911978	(8208,15192)	(22227,29903)	0.271429	node_911977	21J (Delta)	AY.4.2	node_825413	21J (Delta)	AY.4
node_928087	(0,489)	(10029,10870)	1.58333	node_821288	21J (Delta)	AY.4	node_928086	21J (Delta)	AY.4
node_928635	(3920,4181)	(15451,16616)	3.8	node_816349	21J (Delta)	AY.4	node_963937	21J (Delta)	AY.4
node_93267	(10474,10741)	(19220,24378)	3.8	node_607963	21J (Delta)	AY.113	node_93266	21I (Delta)	B.1.617.2
node_935440	(14703,17040)	(27752,28058)	3.16667	node_956417	21J (Delta)	AY.4	node_935438	21J (Delta)	AY.4
node_939505	(3784,6473)	(26060,29903)	0.904762	node_939400	21J (Delta)	AY.4	node_939318	21J (Delta)	AY.4
node_942825	(19887,22713)	(29253,29903)	0.95	node_828067	21J (Delta)	AY.4	node_942824	21J (Delta)	AY.4
node_942936	(11365,12718)	(19220,27566)	0.791667	node_186827	21J (Delta)	AY.7	node_942846	21J (Delta)	AY.4
node_943281	(3239,3947)	(22917,23885)	3.8	node_943280	21J (Delta)	AY.4	node_61316	21I (Delta)	AY.9
node_94442	(7288,16466)	(28461,28807)	3.8	node_94981	21I (Delta)	AY.13	node_94441	21I (Delta)	AY.13
node_946467	(26101,28146)	(29200,29903)	3.16667	node_911225	21J (Delta)	AY.4.2	node_946461	21J (Delta)	AY.4
node_94850	(0,8944)	(19176,27638)	3.16667	node_94834	21I (Delta)	AY.13	node_94981	21I (Delta)	AY.13
node_963193	(3809,4237)	(26151,26586)	3.8	node_963190	21J (Delta)	AY.4	node_186022	21J (Delta)	AY.83
node_971841	(23604,25469)	(27638,27916)	2.375	node_201717	21J (Delta)	AY.44	node_897020	21J (Delta)	AY.4.2.3
node_979512	(1758,4444)	(7124,7851)	0.730769	node_159763	21J (Delta)	AY.122	node_979505	21J (Delta)	AY.4
node_984941	(18255,24928)	(29253,29903)	0.0301587	node_984940	21J (Delta)	AY.5	node_887719	21J (Delta)	AY.4
node_98930	(11418,11455)	(27879,29903)	0.863636	node_98920	21I (Delta)	AY.8	node_109693	21I (Delta)	B.1.617.2
node_990395	(241,1191)	(22199,29742)	3.16667	node_990394	21J (Delta)	AY.5.4	node_986909	21J (Delta)	AY.5
node_992399	(15237,23604)	(29711,29903)	3.16667	node_991415	21J (Delta)	AY.5	node_617053	21J (Delta)	AY.42
node_9937	(1059,3037)	(21638,23063)	0.5	node_1100374	20C	B.1	node_1007172	20A	B.1
node_9955	(0,241)	(13860,17259)	1.46154	node_2462647	20B	B.1.1	node_9954	20A	B.1
node_99591	(210,1191)	(27752,28882)	1.9	node_106190	21I (Delta)	B.1.617.2	node_705684	21J (Delta)	B.1.617.2
node_10015	(22882,23012)	(24378,26211)	3.8	node_1257222	20A	B.1	node_10012	20A	B.1
node_1003645	(11201,13168)	(19859,21621)	2.71429	node_639875	21J (Delta)	B.1.617.2	node_1003644	21J (Delta)	B.1.617.2
node_1003753	(210,241)	(15451,16466)	2.71429	node_263647	21J (Delta)	B.1.617.2	node_1003752	21J (Delta)	B.1.617.2
node_1003816	(0,210)	(23012,23063)	3.8	node_1003811	21J (Delta)	B.1.617.2	node_1006662	20A	B.1
node_1005279	(21255,22917)	(28916,29903)	3.8	node_588614	21J (Delta)	B.1.617.2	node_1003670	21J (Delta)	B.1.617.2
node_1006257	(3037,11418)	(22917,22995)	2.11111	node_48421	21I (Delta)	AY.9	node_1006256	20A	B.1
node_1006336	(6446,10029)	(27638,28882)	1	node_1006334	20A	B.1	node_2450178	20B	B.1.1
node_1006681	(15603,15603)	(29402,29903)	3.8	node_1006680	20A	B.1	node_108161	21I (Delta)	B.1.617.2
node_1010431	(0,222)	(5183,6286)	3.8	node_1053295	20E (EU1)	B.1.177	node_1010203	20A	B.1
node_1013939	(0,4543)	(11497,14697)	2.11111	node_1015140	20A	B.1.258	node_1012431	20A	B.1.258
node_1019576	(26833,26972)	(28048,28201)	2.375	node_1013532	20A	B.1.258	node_1019573	20A	B.1.258
node_1028457	(16466,17550)	(19220,20268)	2.11111	node_357938	21J (Delta)	AY.20	node_1028026	20A	B.1.234
node_1044782	(23063,23604)	(28048,28932)	0.246753	node_1256564	20A	B.1	node_1044777	20E (EU1)	B.1
node_1048401	(0,5195)	(14916,18714)	2.71429	node_1048400	20E (EU1)	B.1.177	node_1048375	20E (EU1)	B.1.177
node_1051812	(5170,5195)	(6212,6652)	0.256757	node_1048400	20E (EU1)	B.1.177	node_1051811	20E (EU1)	B.1.177.75
node_1051853	(21466,23012)	(27484,29903)	3.8	node_1058751	20E (EU1)	B.1.177	node_1051852	20E (EU1)	B.1.177.75
node_1067948	(12243,12769)	(26801,29903)	3.16667	node_1067801	20E (EU1)	B.1.177	node_1073362	20E (EU1)	B.1.177.60
node_1099109	(0,527)	(5578,6781)	3.16667	node_1164998	20H (Beta,V2)	B.1.351	node_1083656	20A	B.1
node_110646	(25806,27382)	(29402,29427)	2.71429	node_101002	21I (Delta)	AY.54	node_108110	21I (Delta)	B.1.617.2
node_1114258	(16394,17574)	(22099,23155)	2.375	node_1124061	21C (Epsilon)	B.1.429	node_1111668	21C (Epsilon)	B.1.429
node_1127526	(1059,2395)	(28687,28881)	0.95	node_1127486	21C (Epsilon)	B.1.429	node_1106675	20C	B.1.595.1
node_1134264	(26951,27964)	(29715,29779)	1.9	node_1209373	20G	B.1.2	node_1134263	20C	B.1.361
node_1135619	(0,9738)	(22917,25907)	1.46154	node_1319413	20B	B.1.1	node_1105958	20C	B.1.595
node_1138934	(5581,9749)	(23403,24138)	3.8	node_1136816	20C	B.1.637	node_1083637	20A	B.1
node_113931	(20396,24745)	(29427,29903)	2.375	node_108985	21I (Delta)	B.1.617.2	node_113930	21I (Delta)	B.1.617.2
node_1139778	(9891,14676)	(23604,24506)	3.8	node_1094329	20C	B.1	node_1139777	20C	B.1
node_1144846	(0,1588)	(21658,21707)	2.11111	node_1144845	21F (Iota)	B.1.526	node_1140503	21F (Iota)	B.1.526
node_1147284	(0,913)	(20262,21846)	1.11765	node_2183754	20I (Alpha,V1)	B.1.1.7	node_1139856	21F (Iota)	B.1.526
node_1149688	(11296,23012)	(25517,27925)	3.16667	node_1147304	21F (Iota)	B.1.526	node_1149685	21F (Iota)	B.1.526
node_1152304	(0,1314)	(14408,15185)	1.72727	node_1236812	20G	B.1.2	node_1100517	20C	B.1
node_1161842	(14408,21614)	(26456,29903)	3.16667	node_1157090	20H (Beta,V2)	B.1.351	node_1083557	20A	B.1
node_1167232	(174,2692)	(25904,26456)	1.72727	node_1155194	20C	B.1	node_1323602	20B	B.1.1
node_1183424	(0,241)	(29427,29769)	3.16667	node_1183423	20A	B.1.160	node_2190113	20I (Alpha,V1)	B.1.1.7
node_118634	(884,4181)	(9295,9891)	2.71429	node_1004574	21A (Delta)	B.1.617.2	node_19020	20A	B.1
node_1188384	(25710,26735)	(28282,28881)	2.11111	node_2204898	20I (Alpha,V1)	B.1.1.7	node_1188383	20A	B.1.160
node_1193479	(3602,4442)	(21855,25505)	3.16667	node_1251199	20A	B.1.221.1	node_1193478	20A	B.1
node_1193481	(21855,22992)	(29399,29511)	1	node_1188281	20A	B.1.160	node_1251123	20A	B.1
node_119517	(10029,11201)	(29402,29903)	3.16667	node_118801	21A (Delta)	B.1.617.2	node_1004697	21A (Delta)	B.1.617.2
node_119942	(16864,17847)	(27559,27874)	1.58333	node_39391	21I (Delta)	AY.69	node_119784	21A (Delta)	B.1.617.2
node_1199480	(18877,21517)	(23403,23604)	0.863636	node_2221762	20I (Alpha,V1)	B.1.1.7	node_1199478	20A	B.1.36
node_1203312	(0,241)	(22917,25855)	0.655172	node_1203257	20A	B.1	node_1103038	20C	B.1.346
node_1204135	(5884,8618)	(16912,23948)	0.0375494	node_1204133	20A	B.1	node_1204264	20A	B.1
node_1219142	(1228,1310)	(5959,6402)	3.16667	node_303028	21J (Delta)	AY.103	node_1219140	20G	B.1.2
node_1229959	(23592,25186)	(28472,29085)	3.8	node_1236290	20G	B.1.2	node_1228452	20G	B.1.2
node_1246721	(22093,23403)	(25839,26918)	2.375	node_1099195	20C	B.1	node_1246693	20G	B.1.2
node_125610	(442,1048)	(19220,27526)	2.375	node_181632	21J (Delta)	AY.122	node_669707	21J (Delta)	AY.6
node_1256880	(210,241)	(24914,28111)	3.16667	node_1256879	20A	B.1	node_2230217	20I (Alpha,V1)	B.1.1.7
node_1261134	(0,913)	(6954,14340)	1.35714	node_1005819	21A (Delta)	B.1.617.2	node_1260986	20B	R.1
node_1266014	(0,203)	(21306,28881)	0.260274	node_1266013	20B	B.1.1.519	node_13448	20A	B.1
node_127014	(4891,4927)	(28461,29903)	1.11765	node_127013	21J (Delta)	AY.122	node_473427	21J (Delta)	AY.43
node_1274478	(13536,14408)	(28882,28905)	0.162393	node_1301029	20D	B.1.1.1	node_1273524	20B	B.1.1.317
node_1277755	(241,2871)	(25913,28881)	3.8	node_1277752	20B	B.1.1.348	node_14072	20A	B.1
node_1280685	(0,241)	(23522,23998)	3.16667	node_1280644	20B	B.1.1.189	node_1311990	20B	B.1.1.70
node_1284194	(26196,27741)	(28878,29903)	0.76	node_1259009	20B	B.1.1	node_1283316	20B	B.1.1.434
node_1294540	(22898,23403)	(27208,27870)	3.8	node_1292470	20D	C.35	node_1294539	20D	C.36.3
node_1294813	(13042,14408)	(28883,29903)	3.16667	node_1294799	20D	C.17	node_1294794	20D	C.17
node_1295750	(23756,25046)	(28878,29167)	0.95	node_1265815	20B	B.1.1.519	node_1295749	20D	C.16
node_1304142	(1306,4201)	(6446,9891)	2.11111	node_2450212	20B	B.1.1	node_1304137	20B	B.1.1
